Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD10,OUT049,2181.28891358
FDO58,OUT017,2181.28891358
FDI50,OUT017,2181.28891358
FDO58,OUT045,2181.28891358
FDX08,OUT013,2181.28891358
NCK17,OUT010,2181.28891358
FDF39,OUT035,2181.28891358
FDU45,OUT010,2181.28891358
NCJ18,OUT018,2181.28891358
DRC27,OUT019,2181.28891358
DRC25,OUT035,2181.28891358
FDU59,OUT035,2181.28891358
FDU28,OUT035,2181.28891358
NCP30,OUT046,2181.28891358
FDB39,OUT018,2181.28891358
FDE41,OUT013,2181.28891358
DRH11,OUT010,2181.28891358
FDA58,OUT045,2181.28891358
FDU50,OUT046,2181.28891358
FDM34,OUT013,2181.28891358
FDM44,OUT027,2181.28891358
FDR39,OUT045,2181.28891358
FDM25,OUT045,2181.28891358
FDQ49,OUT049,2181.28891358
DRH25,OUT018,2181.28891358
FDM09,OUT027,2181.28891358
FDL44,OUT019,2181.28891358
NCR42,OUT018,2181.28891358
DRL59,OUT046,2181.28891358
FDX43,OUT013,2181.28891358
DRK47,OUT010,2181.28891358
FDU48,OUT018,2181.28891358
FDY12,OUT045,2181.28891358
NCN43,OUT018,2181.28891358
NCM55,OUT018,2181.28891358
FDQ21,OUT027,2181.28891358
FDX13,OUT035,2181.28891358
NCK30,OUT027,2181.28891358
FDG20,OUT049,2181.28891358
DRG27,OUT017,2181.28891358
FDY14,OUT018,2181.28891358
FDP59,OUT035,2181.28891358
FDU60,OUT017,2181.28891358
NCC18,OUT019,2181.28891358
DRJ39,OUT017,2181.28891358
FDS07,OUT049,2181.28891358
FDM08,OUT027,2181.28891358
FDP51,OUT045,2181.28891358
FDU16,OUT035,2181.28891358
FDH12,OUT013,2181.28891358
DRE48,OUT010,2181.28891358
NCL42,OUT027,2181.28891358
FDR21,OUT045,2181.28891358
NCW29,OUT035,2181.28891358
FDO11,OUT013,2181.28891358
NCM31,OUT049,2181.28891358
FDV35,OUT019,2181.28891358
FDF58,OUT017,2181.28891358
NCE43,OUT049,2181.28891358
FDA02,OUT035,2181.28891358
DRL37,OUT010,2181.28891358
FDR24,OUT018,2181.28891358
FDW59,OUT049,2181.28891358
FDS22,OUT049,2181.28891358
FDW24,OUT017,2181.28891358
FDU24,OUT035,2181.28891358
FDA21,OUT027,2181.28891358
FDH58,OUT027,2181.28891358
FDW36,OUT018,2181.28891358
FDI45,OUT027,2181.28891358
FDU01,OUT018,2181.28891358
FDF35,OUT027,2181.28891358
FDU43,OUT019,2181.28891358
FDE24,OUT019,2181.28891358
FDK50,OUT049,2181.28891358
FDG31,OUT045,2181.28891358
FDC60,OUT045,2181.28891358
FDL36,OUT013,2181.28891358
FDP21,OUT013,2181.28891358
FDW16,OUT045,2181.28891358
FDX02,OUT017,2181.28891358
FDQ58,OUT027,2181.28891358
FDT51,OUT046,2181.28891358
FDD59,OUT049,2181.28891358
NCM42,OUT018,2181.28891358
FDA57,OUT018,2181.28891358
FDZ48,OUT035,2181.28891358
FDE46,OUT045,2181.28891358
NCZ30,OUT019,2181.28891358
FDB56,OUT017,2181.28891358
FDA25,OUT027,2181.28891358
FDD20,OUT013,2181.28891358
FDL25,OUT013,2181.28891358
NCO18,OUT049,2181.28891358
FDJ45,OUT017,2181.28891358
FDR12,OUT035,2181.28891358
NCF19,OUT010,2181.28891358
FDK25,OUT046,2181.28891358
NCR17,OUT046,2181.28891358
FDC52,OUT046,2181.28891358
NCA54,OUT017,2181.28891358
FDR45,OUT010,2181.28891358
NCM19,OUT049,2181.28891358
FDF39,OUT027,2181.28891358
FDX23,OUT049,2181.28891358
FDD58,OUT027,2181.28891358
FDX28,OUT013,2181.28891358
NCD31,OUT013,2181.28891358
FDU57,OUT018,2181.28891358
FDI27,OUT046,2181.28891358
NCM42,OUT046,2181.28891358
FDD32,OUT027,2181.28891358
FDI34,OUT013,2181.28891358
NCM29,OUT049,2181.28891358
FDG46,OUT018,2181.28891358
DRC01,OUT010,2181.28891358
FDB15,OUT027,2181.28891358
NCA17,OUT027,2181.28891358
FDF10,OUT046,2181.28891358
FDR26,OUT027,2181.28891358
FDI02,OUT049,2181.28891358
NCM54,OUT010,2181.28891358
FDF14,OUT013,2181.28891358
FDJ33,OUT010,2181.28891358
FDM20,OUT035,2181.28891358
FDC03,OUT027,2181.28891358
NCX05,OUT046,2181.28891358
NCM41,OUT027,2181.28891358
NCU29,OUT010,2181.28891358
FDQ59,OUT017,2181.28891358
FDH46,OUT010,2181.28891358
FDH09,OUT013,2181.28891358
NCD06,OUT045,2181.28891358
FDC15,OUT035,2181.28891358
DRD37,OUT027,2181.28891358
FDT28,OUT027,2181.28891358
FDR28,OUT027,2181.28891358
FDT38,OUT017,2181.28891358
FDV34,OUT027,2181.28891358
FDY52,OUT035,2181.28891358
FDB34,OUT013,2181.28891358
DRL23,OUT018,2181.28891358
DRB24,OUT046,2181.28891358
FDJ50,OUT046,2181.28891358
FDQ49,OUT035,2181.28891358
FDP20,OUT035,2181.28891358
FDV19,OUT027,2181.28891358
NCR54,OUT045,2181.28891358
FDO09,OUT010,2181.28891358
FDS57,OUT018,2181.28891358
FDN10,OUT049,2181.28891358
FDV23,OUT049,2181.28891358
FDY28,OUT049,2181.28891358
DRG51,OUT013,2181.28891358
FDD45,OUT019,2181.28891358
NCL18,OUT027,2181.28891358
NCM29,OUT013,2181.28891358
FDF17,OUT027,2181.28891358
FDE22,OUT017,2181.28891358
FDQ22,OUT017,2181.28891358
FDS01,OUT013,2181.28891358
FDW35,OUT027,2181.28891358
FDJ33,OUT046,2181.28891358
NCF54,OUT035,2181.28891358
FDE09,OUT013,2181.28891358
NCE06,OUT045,2181.28891358
DRH49,OUT049,2181.28891358
FDY43,OUT045,2181.28891358
NCT05,OUT017,2181.28891358
FDZ34,OUT045,2181.28891358
FDL38,OUT017,2181.28891358
FDZ31,OUT017,2181.28891358
FDR14,OUT035,2181.28891358
NCN54,OUT049,2181.28891358
NCC42,OUT027,2181.28891358
FDK08,OUT017,2181.28891358
FDP59,OUT013,2181.28891358
FDV22,OUT035,2181.28891358
FDD33,OUT035,2181.28891358
DRE60,OUT027,2181.28891358
FDK52,OUT046,2181.28891358
FDA02,OUT017,2181.28891358
FDM56,OUT049,2181.28891358
FDE57,OUT035,2181.28891358
FDM32,OUT045,2181.28891358
NCQ30,OUT027,2181.28891358
FDQ27,OUT027,2181.28891358
FDT60,OUT027,2181.28891358
FDU43,OUT049,2181.28891358
NCO55,OUT035,2181.28891358
FDG02,OUT045,2181.28891358
FDJ28,OUT013,2181.28891358
FDP40,OUT045,2181.28891358
FDJ38,OUT045,2181.28891358
NCC54,OUT017,2181.28891358
NCZ41,OUT046,2181.28891358
FDK38,OUT019,2181.28891358
FDU52,OUT013,2181.28891358
FDC40,OUT046,2181.28891358
NCR30,OUT017,2181.28891358
NCN18,OUT017,2181.28891358
FDB50,OUT035,2181.28891358
FDG04,OUT013,2181.28891358
FDR26,OUT035,2181.28891358
NCT17,OUT018,2181.28891358
FDX35,OUT027,2181.28891358
FDS12,OUT046,2181.28891358
NCZ29,OUT027,2181.28891358
FDB38,OUT010,2181.28891358
FDP12,OUT013,2181.28891358
FDP22,OUT046,2181.28891358
FDS26,OUT018,2181.28891358
FDR52,OUT046,2181.28891358
DRJ13,OUT046,2181.28891358
FDU48,OUT027,2181.28891358
FDE29,OUT035,2181.28891358
NCT29,OUT049,2181.28891358
DRK37,OUT018,2181.28891358
FDK55,OUT046,2181.28891358
FDR07,OUT046,2181.28891358
FDO21,OUT027,2181.28891358
FDK46,OUT049,2181.28891358
FDB12,OUT045,2181.28891358
FDT31,OUT027,2181.28891358
FDJ33,OUT045,2181.28891358
FDC26,OUT027,2181.28891358
NCQ02,OUT045,2181.28891358
FDP08,OUT010,2181.28891358
FDB11,OUT027,2181.28891358
FDV55,OUT013,2181.28891358
FDW20,OUT049,2181.28891358
NCJ18,OUT019,2181.28891358
FDC41,OUT018,2181.28891358
FDE14,OUT027,2181.28891358
FDG35,OUT013,2181.28891358
FDF45,OUT035,2181.28891358
FDS19,OUT027,2181.28891358
FDS58,OUT019,2181.28891358
FDA26,OUT017,2181.28891358
FDM32,OUT049,2181.28891358
FDL45,OUT046,2181.28891358
FDZ55,OUT049,2181.28891358
FDY37,OUT049,2181.28891358
FDO46,OUT046,2181.28891358
FDQ60,OUT046,2181.28891358
FDA19,OUT018,2181.28891358
FDL15,OUT046,2181.28891358
FDM10,OUT018,2181.28891358
NCL05,OUT017,2181.28891358
DRK49,OUT010,2181.28891358
NCE18,OUT027,2181.28891358
FDG40,OUT049,2181.28891358
DRI59,OUT045,2181.28891358
FDK28,OUT035,2181.28891358
NCD06,OUT019,2181.28891358
FDO11,OUT019,2181.28891358
FDK27,OUT046,2181.28891358
FDT43,OUT027,2181.28891358
FDD38,OUT018,2181.28891358
FDA16,OUT049,2181.28891358
FDL14,OUT027,2181.28891358
NCM17,OUT049,2181.28891358
FDD20,OUT045,2181.28891358
FDA40,OUT045,2181.28891358
FDL43,OUT045,2181.28891358
FDV15,OUT045,2181.28891358
FDE52,OUT046,2181.28891358
NCL17,OUT010,2181.28891358
NCJ31,OUT045,2181.28891358
FDR60,OUT045,2181.28891358
NCA18,OUT035,2181.28891358
FDS21,OUT027,2181.28891358
FDW09,OUT035,2181.28891358
FDL26,OUT035,2181.28891358
FDS47,OUT018,2181.28891358
FDC39,OUT046,2181.28891358
FDT51,OUT035,2181.28891358
FDK40,OUT035,2181.28891358
NCG19,OUT045,2181.28891358
FDZ07,OUT046,2181.28891358
FDF08,OUT027,2181.28891358
FDO04,OUT013,2181.28891358
FDK41,OUT018,2181.28891358
FDP15,OUT049,2181.28891358
NCD43,OUT018,2181.28891358
NCP18,OUT013,2181.28891358
FDZ51,OUT046,2181.28891358
DRH13,OUT035,2181.28891358
FDF38,OUT045,2181.28891358
NCI43,OUT045,2181.28891358
FDM38,OUT027,2181.28891358
FDS03,OUT013,2181.28891358
DRJ47,OUT017,2181.28891358
FDT50,OUT010,2181.28891358
FDV02,OUT046,2181.28891358
NCG18,OUT017,2181.28891358
FDW52,OUT046,2181.28891358
FDS40,OUT035,2181.28891358
FDN31,OUT017,2181.28891358
FDA37,OUT045,2181.28891358
FDA15,OUT046,2181.28891358
FDL39,OUT046,2181.28891358
FDJ53,OUT045,2181.28891358
FDX22,OUT013,2181.28891358
NCZ42,OUT045,2181.28891358
FDD56,OUT027,2181.28891358
FDD40,OUT017,2181.28891358
FDS50,OUT013,2181.28891358
NCN14,OUT013,2181.28891358
FDT15,OUT013,2181.28891358
NCS18,OUT027,2181.28891358
NCO26,OUT010,2181.28891358
FDF58,OUT018,2181.28891358
NCB19,OUT013,2181.28891358
FDH26,OUT017,2181.28891358
DRB24,OUT027,2181.28891358
FDA49,OUT018,2181.28891358
FDB32,OUT045,2181.28891358
FDI36,OUT017,2181.28891358
NCA17,OUT010,2181.28891358
FDH22,OUT013,2181.28891358
NCM26,OUT018,2181.28891358
FDT15,OUT027,2181.28891358
FDB16,OUT018,2181.28891358
NCP54,OUT027,2181.28891358
FDJ36,OUT013,2181.28891358
FDO28,OUT045,2181.28891358
FDU09,OUT013,2181.28891358
FDF29,OUT017,2181.28891358
FDY08,OUT013,2181.28891358
DRJ59,OUT018,2181.28891358
FDT23,OUT027,2181.28891358
FDU15,OUT018,2181.28891358
FDT47,OUT013,2181.28891358
FDI53,OUT019,2181.28891358
FDR59,OUT018,2181.28891358
FDD53,OUT035,2181.28891358
FDY51,OUT017,2181.28891358
FDT04,OUT049,2181.28891358
FDU51,OUT049,2181.28891358
FDG14,OUT035,2181.28891358
NCU06,OUT045,2181.28891358
DRG25,OUT046,2181.28891358
DRH49,OUT035,2181.28891358
FDN15,OUT035,2181.28891358
FDL43,OUT018,2181.28891358
NCT18,OUT049,2181.28891358
NCB31,OUT013,2181.28891358
FDK57,OUT035,2181.28891358
FDY04,OUT019,2181.28891358
NCP54,OUT046,2181.28891358
FDF41,OUT013,2181.28891358
FDM01,OUT045,2181.28891358
FDW03,OUT045,2181.28891358
FDF28,OUT045,2181.28891358
FDY37,OUT017,2181.28891358
FDQ03,OUT017,2181.28891358
FDP51,OUT027,2181.28891358
FDJ40,OUT017,2181.28891358
FDC32,OUT049,2181.28891358
DRI49,OUT027,2181.28891358
NCW54,OUT017,2181.28891358
FDF09,OUT017,2181.28891358
FDP45,OUT018,2181.28891358
DRJ23,OUT018,2181.28891358
FDS59,OUT017,2181.28891358
FDY08,OUT046,2181.28891358
FDX16,OUT049,2181.28891358
FDY16,OUT018,2181.28891358
FDK32,OUT035,2181.28891358
FDQ22,OUT013,2181.28891358
NCC31,OUT018,2181.28891358
FDG58,OUT049,2181.28891358
DRF48,OUT013,2181.28891358
DRH36,OUT049,2181.28891358
NCR30,OUT035,2181.28891358
FDB03,OUT019,2181.28891358
FDZ28,OUT027,2181.28891358
FDR35,OUT017,2181.28891358
DRD15,OUT027,2181.28891358
FDJ33,OUT019,2181.28891358
FDA56,OUT010,2181.28891358
FDP56,OUT046,2181.28891358
NCT30,OUT046,2181.28891358
FDK15,OUT017,2181.28891358
FDH44,OUT018,2181.28891358
FDV01,OUT013,2181.28891358
DRG03,OUT017,2181.28891358
FDG50,OUT027,2181.28891358
FDR16,OUT010,2181.28891358
FDZ60,OUT046,2181.28891358
DRG03,OUT045,2181.28891358
FDS56,OUT018,2181.28891358
FDU33,OUT045,2181.28891358
DRD27,OUT035,2181.28891358
FDW22,OUT046,2181.28891358
DRA24,OUT045,2181.28891358
FDF38,OUT049,2181.28891358
FDX48,OUT013,2181.28891358
FDS58,OUT018,2181.28891358
FDC32,OUT046,2181.28891358
NCQ29,OUT045,2181.28891358
DRK39,OUT018,2181.28891358
NCS38,OUT017,2181.28891358
DRO47,OUT013,2181.28891358
DRG27,OUT027,2181.28891358
FDC57,OUT027,2181.28891358
FDS55,OUT046,2181.28891358
NCJ06,OUT018,2181.28891358
FDO01,OUT019,2181.28891358
NCM55,OUT045,2181.28891358
FDC52,OUT049,2181.28891358
FDQ15,OUT045,2181.28891358
NCT30,OUT027,2181.28891358
NCR42,OUT027,2181.28891358
FDD28,OUT035,2181.28891358
FDQ34,OUT049,2181.28891358
FDZ12,OUT027,2181.28891358
DRE13,OUT019,2181.28891358
NCN07,OUT019,2181.28891358
FDM28,OUT035,2181.28891358
FDI10,OUT017,2181.28891358
FDQ25,OUT013,2181.28891358
FDA38,OUT010,2181.28891358
DRI13,OUT049,2181.28891358
FDY20,OUT027,2181.28891358
NCZ53,OUT035,2181.28891358
NCM31,OUT013,2181.28891358
DRB01,OUT017,2181.28891358
DRF37,OUT046,2181.28891358
NCF42,OUT049,2181.28891358
FDF16,OUT018,2181.28891358
FDB41,OUT013,2181.28891358
FDR34,OUT013,2181.28891358
FDR15,OUT018,2181.28891358
NCV42,OUT019,2181.28891358
FDW51,OUT035,2181.28891358
FDU36,OUT017,2181.28891358
FDX60,OUT049,2181.28891358
FDY03,OUT035,2181.28891358
FDW55,OUT045,2181.28891358
FDT01,OUT010,2181.28891358
FDG58,OUT013,2181.28891358
FDK21,OUT017,2181.28891358
NCS41,OUT019,2181.28891358
FDS10,OUT045,2181.28891358
NCT53,OUT046,2181.28891358
FDJ28,OUT018,2181.28891358
FDX44,OUT045,2181.28891358
FDT20,OUT018,2181.28891358
FDO44,OUT017,2181.28891358
NCX17,OUT049,2181.28891358
FDY01,OUT017,2181.28891358
FDJ12,OUT027,2181.28891358
DRK35,OUT018,2181.28891358
FDD47,OUT019,2181.28891358
NCM53,OUT035,2181.28891358
FDO45,OUT013,2181.28891358
NCM42,OUT010,2181.28891358
FDE04,OUT046,2181.28891358
NCI30,OUT027,2181.28891358
FDZ19,OUT013,2181.28891358
FDW57,OUT013,2181.28891358
FDA25,OUT013,2181.28891358
FDT22,OUT046,2181.28891358
FDP51,OUT013,2181.28891358
FDD48,OUT027,2181.28891358
FDY39,OUT035,2181.28891358
FDO48,OUT010,2181.28891358
FDD23,OUT027,2181.28891358
DRN35,OUT027,2181.28891358
FDT01,OUT035,2181.28891358
FDC20,OUT010,2181.28891358
DRJ35,OUT035,2181.28891358
FDB32,OUT046,2181.28891358
FDL24,OUT046,2181.28891358
NCV42,OUT035,2181.28891358
FDZ46,OUT046,2181.28891358
FDC15,OUT013,2181.28891358
FDD08,OUT019,2181.28891358
FDY50,OUT049,2181.28891358
FDD36,OUT013,2181.28891358
FDG57,OUT027,2181.28891358
FDL21,OUT018,2181.28891358
FDN16,OUT027,2181.28891358
FDJ09,OUT027,2181.28891358
FDS01,OUT010,2181.28891358
FDV33,OUT017,2181.28891358
DRE12,OUT017,2181.28891358
FDR07,OUT013,2181.28891358
FDP48,OUT010,2181.28891358
NCB55,OUT035,2181.28891358
FDQ08,OUT013,2181.28891358
FDR34,OUT035,2181.28891358
FDO33,OUT046,2181.28891358
FDP13,OUT045,2181.28891358
FDX12,OUT049,2181.28891358
NCT06,OUT049,2181.28891358
FDR16,OUT019,2181.28891358
FDE36,OUT046,2181.28891358
FDZ36,OUT049,2181.28891358
FDV13,OUT045,2181.28891358
NCZ17,OUT035,2181.28891358
FDU56,OUT045,2181.28891358
FDM09,OUT035,2181.28891358
FDV02,OUT017,2181.28891358
FDS34,OUT018,2181.28891358
FDA11,OUT049,2181.28891358
FDP09,OUT017,2181.28891358
FDB29,OUT027,2181.28891358
FDT19,OUT017,2181.28891358
DRH15,OUT017,2181.28891358
FDY38,OUT046,2181.28891358
FDF14,OUT027,2181.28891358
FDN48,OUT010,2181.28891358
FDQ12,OUT013,2181.28891358
NCJ43,OUT045,2181.28891358
FDE17,OUT019,2181.28891358
FDB05,OUT035,2181.28891358
FDH10,OUT045,2181.28891358
NCR06,OUT017,2181.28891358
FDU32,OUT018,2181.28891358
FDD56,OUT049,2181.28891358
FDO36,OUT018,2181.28891358
FDH16,OUT010,2181.28891358
FDX10,OUT018,2181.28891358
FDZ37,OUT017,2181.28891358
FDU31,OUT010,2181.28891358
DRC49,OUT049,2181.28891358
FDL15,OUT045,2181.28891358
FDN32,OUT019,2181.28891358
DRH59,OUT027,2181.28891358
NCU29,OUT049,2181.28891358
FDR37,OUT019,2181.28891358
FDS14,OUT018,2181.28891358
FDU02,OUT027,2181.28891358
FDJ08,OUT035,2181.28891358
NCZ06,OUT045,2181.28891358
FDO31,OUT049,2181.28891358
FDH31,OUT018,2181.28891358
FDS58,OUT017,2181.28891358
NCA53,OUT027,2181.28891358
FDF50,OUT046,2181.28891358
NCW42,OUT049,2181.28891358
NCQ17,OUT045,2181.28891358
FDK51,OUT018,2181.28891358
NCW41,OUT010,2181.28891358
NCR29,OUT017,2181.28891358
FDB08,OUT019,2181.28891358
FDA40,OUT027,2181.28891358
FDL14,OUT018,2181.28891358
FDB47,OUT046,2181.28891358
FDO03,OUT035,2181.28891358
DRK13,OUT019,2181.28891358
FDX13,OUT010,2181.28891358
FDF52,OUT046,2181.28891358
FDT11,OUT013,2181.28891358
FDB08,OUT013,2181.28891358
FDQ28,OUT018,2181.28891358
FDD29,OUT045,2181.28891358
NCQ29,OUT027,2181.28891358
NCO02,OUT013,2181.28891358
FDR56,OUT010,2181.28891358
NCM54,OUT049,2181.28891358
FDP51,OUT035,2181.28891358
FDT38,OUT013,2181.28891358
FDZ20,OUT018,2181.28891358
FDJ53,OUT013,2181.28891358
FDX13,OUT049,2181.28891358
FDP58,OUT035,2181.28891358
NCK31,OUT019,2181.28891358
FDA35,OUT018,2181.28891358
FDV37,OUT018,2181.28891358
NCO07,OUT027,2181.28891358
FDA20,OUT045,2181.28891358
FDZ59,OUT035,2181.28891358
NCY17,OUT017,2181.28891358
FDQ28,OUT035,2181.28891358
FDV35,OUT017,2181.28891358
FDQ36,OUT013,2181.28891358
FDD34,OUT018,2181.28891358
FDK51,OUT045,2181.28891358
FDV31,OUT035,2181.28891358
FDR04,OUT035,2181.28891358
FDR14,OUT049,2181.28891358
DRC36,OUT010,2181.28891358
FDE39,OUT019,2181.28891358
FDP57,OUT049,2181.28891358
FDE57,OUT046,2181.28891358
NCN18,OUT046,2181.28891358
NCQ05,OUT018,2181.28891358
FDW47,OUT035,2181.28891358
FDV46,OUT035,2181.28891358
NCP29,OUT045,2181.28891358
FDE09,OUT018,2181.28891358
NCU06,OUT027,2181.28891358
FDT19,OUT010,2181.28891358
DRF15,OUT017,2181.28891358
DRI51,OUT013,2181.28891358
NCX54,OUT013,2181.28891358
DRE01,OUT013,2181.28891358
NCB07,OUT045,2181.28891358
FDU50,OUT035,2181.28891358
FDG40,OUT035,2181.28891358
FDW10,OUT018,2181.28891358
FDX51,OUT013,2181.28891358
NCP17,OUT045,2181.28891358
FDP21,OUT035,2181.28891358
FDL04,OUT045,2181.28891358
FDV23,OUT013,2181.28891358
FDF24,OUT046,2181.28891358
FDH56,OUT027,2181.28891358
FDB51,OUT049,2181.28891358
FDI58,OUT027,2181.28891358
FDR20,OUT013,2181.28891358
FDC51,OUT018,2181.28891358
FDB16,OUT027,2181.28891358
FDE40,OUT049,2181.28891358
NCM17,OUT035,2181.28891358
FDU56,OUT035,2181.28891358
FDS32,OUT019,2181.28891358
FDX02,OUT049,2181.28891358
FDT39,OUT027,2181.28891358
FDE35,OUT017,2181.28891358
NCI42,OUT019,2181.28891358
DRL23,OUT046,2181.28891358
FDA10,OUT046,2181.28891358
FDA11,OUT013,2181.28891358
NCM06,OUT046,2181.28891358
NCT05,OUT035,2181.28891358
NCQ02,OUT010,2181.28891358
NCY06,OUT049,2181.28891358
FDY56,OUT035,2181.28891358
FDL02,OUT035,2181.28891358
NCI06,OUT035,2181.28891358
FDQ14,OUT045,2181.28891358
FDQ12,OUT017,2181.28891358
FDP36,OUT046,2181.28891358
FDK21,OUT027,2181.28891358
FDO40,OUT045,2181.28891358
NCK54,OUT019,2181.28891358
FDY09,OUT018,2181.28891358
NCW30,OUT049,2181.28891358
NCC55,OUT027,2181.28891358
FDE58,OUT018,2181.28891358
FDR39,OUT013,2181.28891358
FDU28,OUT049,2181.28891358
FDH08,OUT017,2181.28891358
FDG35,OUT045,2181.28891358
FDG22,OUT049,2181.28891358
FDC34,OUT035,2181.28891358
FDP15,OUT018,2181.28891358
FDK34,OUT010,2181.28891358
FDU45,OUT035,2181.28891358
FDQ04,OUT027,2181.28891358
FDX22,OUT018,2181.28891358
FDB45,OUT017,2181.28891358
NCH43,OUT027,2181.28891358
DRE60,OUT046,2181.28891358
FDD17,OUT027,2181.28891358
NCM54,OUT017,2181.28891358
NCH55,OUT013,2181.28891358
NCT06,OUT017,2181.28891358
FDA48,OUT027,2181.28891358
FDY58,OUT027,2181.28891358
FDO25,OUT045,2181.28891358
FDN50,OUT045,2181.28891358
FDH35,OUT035,2181.28891358
FDK09,OUT045,2181.28891358
FDO16,OUT013,2181.28891358
FDW11,OUT045,2181.28891358
FDU47,OUT027,2181.28891358
NCQ42,OUT010,2181.28891358
FDK55,OUT027,2181.28891358
FDN08,OUT049,2181.28891358
FDT57,OUT045,2181.28891358
FDJ12,OUT018,2181.28891358
DRL59,OUT017,2181.28891358
NCN53,OUT046,2181.28891358
FDO51,OUT010,2181.28891358
FDK56,OUT017,2181.28891358
FDY12,OUT035,2181.28891358
FDU15,OUT035,2181.28891358
FDQ19,OUT046,2181.28891358
DRF15,OUT045,2181.28891358
DRE25,OUT019,2181.28891358
FDK57,OUT018,2181.28891358
FDD33,OUT010,2181.28891358
FDR34,OUT027,2181.28891358
FDU04,OUT045,2181.28891358
FDE35,OUT019,2181.28891358
NCD31,OUT035,2181.28891358
FDJ56,OUT035,2181.28891358
NCU53,OUT046,2181.28891358
FDD39,OUT035,2181.28891358
NCU17,OUT019,2181.28891358
FDJ20,OUT046,2181.28891358
NCW41,OUT018,2181.28891358
FDL52,OUT035,2181.28891358
FDS39,OUT035,2181.28891358
DRJ47,OUT045,2181.28891358
FDP13,OUT010,2181.28891358
DRK39,OUT010,2181.28891358
FDF28,OUT010,2181.28891358
FDB09,OUT045,2181.28891358
FDM51,OUT046,2181.28891358
DRM49,OUT018,2181.28891358
DRF23,OUT013,2181.28891358
DRH01,OUT035,2181.28891358
FDH12,OUT027,2181.28891358
FDA28,OUT019,2181.28891358
FDW37,OUT018,2181.28891358
FDF02,OUT046,2181.28891358
DRL37,OUT046,2181.28891358
NCF43,OUT046,2181.28891358
FDH08,OUT010,2181.28891358
FDR34,OUT019,2181.28891358
NCK19,OUT049,2181.28891358
NCD55,OUT018,2181.28891358
FDT27,OUT049,2181.28891358
FDQ57,OUT045,2181.28891358
FDA47,OUT035,2181.28891358
DRG15,OUT027,2181.28891358
FDE05,OUT018,2181.28891358
FDN46,OUT046,2181.28891358
FDX27,OUT027,2181.28891358
FDT51,OUT045,2181.28891358
FDU33,OUT013,2181.28891358
FDJ16,OUT027,2181.28891358
FDD20,OUT019,2181.28891358
FDT36,OUT049,2181.28891358
DRF15,OUT027,2181.28891358
FDN52,OUT010,2181.28891358
FDC22,OUT027,2181.28891358
FDX15,OUT045,2181.28891358
FDT13,OUT013,2181.28891358
FDU04,OUT017,2181.28891358
FDU31,OUT019,2181.28891358
FDW59,OUT027,2181.28891358
NCO29,OUT046,2181.28891358
FDL15,OUT035,2181.28891358
FDI41,OUT049,2181.28891358
FDQ48,OUT049,2181.28891358
DRI39,OUT013,2181.28891358
FDI08,OUT013,2181.28891358
FDC21,OUT049,2181.28891358
FDF58,OUT035,2181.28891358
FDS08,OUT010,2181.28891358
FDE47,OUT045,2181.28891358
NCP18,OUT019,2181.28891358
NCR41,OUT013,2181.28891358
FDA27,OUT013,2181.28891358
FDA43,OUT035,2181.28891358
FDA49,OUT045,2181.28891358
NCE55,OUT018,2181.28891358
DRM49,OUT027,2181.28891358
FDF22,OUT027,2181.28891358
FDQ15,OUT018,2181.28891358
NCS54,OUT017,2181.28891358
NCY05,OUT013,2181.28891358
FDR45,OUT046,2181.28891358
FDK57,OUT049,2181.28891358
FDF41,OUT010,2181.28891358
FDV21,OUT046,2181.28891358
FDD51,OUT046,2181.28891358
FDF33,OUT046,2181.28891358
FDA38,OUT046,2181.28891358
FDR56,OUT045,2181.28891358
NCN41,OUT017,2181.28891358
FDC60,OUT027,2181.28891358
FDB47,OUT045,2181.28891358
DRH01,OUT013,2181.28891358
FDW08,OUT046,2181.28891358
FDF38,OUT027,2181.28891358
FDY32,OUT017,2181.28891358
FDG34,OUT049,2181.28891358
FDG47,OUT019,2181.28891358
NCF18,OUT035,2181.28891358
FDL39,OUT019,2181.28891358
NCH55,OUT035,2181.28891358
DRJ35,OUT049,2181.28891358
FDS44,OUT035,2181.28891358
DRE01,OUT018,2181.28891358
FDY39,OUT013,2181.28891358
FDY32,OUT018,2181.28891358
FDR33,OUT027,2181.28891358
NCP50,OUT049,2181.28891358
FDZ47,OUT018,2181.28891358
FDU57,OUT049,2181.28891358
FDY44,OUT013,2181.28891358
DRH59,OUT018,2181.28891358
FDB03,OUT027,2181.28891358
FDY46,OUT045,2181.28891358
FDM39,OUT045,2181.28891358
FDY36,OUT035,2181.28891358
NCM55,OUT035,2181.28891358
FDJ50,OUT010,2181.28891358
DRL60,OUT013,2181.28891358
NCJ54,OUT049,2181.28891358
FDX59,OUT017,2181.28891358
FDI07,OUT013,2181.28891358
DRF51,OUT010,2181.28891358
FDM14,OUT017,2181.28891358
FDP21,OUT045,2181.28891358
FDE40,OUT035,2181.28891358
FDE05,OUT035,2181.28891358
FDM13,OUT027,2181.28891358
FDC34,OUT027,2181.28891358
NCI55,OUT018,2181.28891358
NCE43,OUT018,2181.28891358
FDW58,OUT018,2181.28891358
FDG60,OUT045,2181.28891358
FDV31,OUT017,2181.28891358
FDR47,OUT013,2181.28891358
FDM60,OUT019,2181.28891358
NCF06,OUT018,2181.28891358
